iteration_number,reward,is_target_reached
1,0.0,False
2,0.0,False
3,0.0,False
4,0.0,False
5,0.0,False
6,1.18,False
7,1.18,False
8,1.18,False
9,1.18,False
10,1.18,False
11,1.18,False
12,3.37,False
13,3.41,False
14,3.41,False
15,3.41,False
16,3.41,False
17,3.41,False
18,3.91,False
19,3.97,False
20,3.97,False
21,3.97,False
22,3.97,False
23,3.97,False
24,4.51,False
25,4.51,False
26,4.51,False
27,4.51,False
28,4.51,False
29,4.51,False
30,4.51,False
31,4.82,False
32,4.82,False
33,4.82,False
34,4.82,False
35,4.82,False
36,4.82,False
37,4.82,False
38,4.82,False
39,4.82,False
40,4.82,False
41,4.82,False
42,4.7,False
43,4.7,False
44,4.7,False
45,4.7,False
46,4.7,False
47,4.7,False
48,4.16,False
49,4.16,False
50,4.16,False
51,4.16,False
52,4.16,False
53,4.16,False
54,4.56,False
55,4.56,False
56,4.56,False
57,4.56,False
58,4.56,False
59,4.56,False
60,4.56,False
61,4.52,False
62,4.52,False
63,4.52,False
64,4.52,False
65,4.52,False
66,4.54,False
67,4.54,False
68,4.54,False
69,4.54,False
70,4.54,False
71,4.54,False
72,4.54,False
73,4.54,False
74,4.54,False
75,4.54,False
76,4.54,False
77,4.54,False
78,4.39,False
79,4.39,False
80,4.39,False
81,4.39,False
82,4.39,False
83,4.39,False
84,4.22,False
85,4.22,False
86,4.22,False
87,4.22,False
88,4.22,False
89,4.22,False
90,4.32,False
91,4.32,False
92,4.32,False
93,4.32,False
94,4.32,False
95,4.32,False
96,4.32,False
97,4.32,False
98,4.32,False
99,4.32,False
100,4.32,False
101,4.32,False
102,3.88,False
103,3.88,False
104,3.88,False
105,3.88,False
106,3.88,False
107,3.88,False
108,3.92,False
109,3.92,False
110,3.92,False
111,3.92,False
112,3.92,False
113,3.92,False
114,3.92,False
115,3.92,False
116,4.0,False
117,4.0,False
118,4.0,False
119,4.0,False
120,4.0,False
121,4.0,False
122,4.0,False
123,4.0,False
124,4.0,False
125,4.0,False
126,3.24,False
127,3.24,False
128,3.24,False
129,3.24,False
130,3.24,False
131,3.24,False
132,3.24,False
133,3.24,False
134,3.34,False
135,3.34,False
136,3.34,False
137,3.34,False
138,3.34,False
139,3.34,False
140,3.34,False
141,3.34,False
142,3.34,False
143,3.34,False
144,3.22,False
145,3.22,False
146,2.91,False
147,2.91,False
148,2.91,False
149,2.91,False
150,2.82,False
151,2.82,False
152,2.82,False
153,2.82,False
154,2.82,False
155,2.82,False
156,2.13,False
157,2.13,False
158,2.13,False
159,2.13,False
160,2.13,False
161,2.13,False
162,2.13,False
163,2.13,False
164,2.13,False
165,2.13,False
166,2.13,False
167,2.13,False
168,1.78,False
169,1.78,False
170,1.41,False
171,1.41,False
172,1.41,False
173,1.41,False
174,1.42,False
175,1.42,False
176,1.42,False
177,1.42,False
178,1.42,False
179,1.42,False
180,1.45,False
181,1.45,False
182,1.45,False
183,1.45,False
184,1.45,False
185,1.45,False
186,1.45,False
187,1.45,False
188,1.45,False
189,1.45,False
190,1.45,False
191,1.45,False
192,0.89,False
193,0.89,False
194,0.79,False
195,0.79,False
196,0.79,False
197,0.79,False
198,0.85,False
199,0.85,False
200,0.85,False
201,0.85,False
202,0.85,False
203,0.85,False
204,0.85,False
205,0.85,False
206,0.85,False
207,0.87,False
208,0.87,False
209,1.35,False
210,1.35,False
211,1.35,False
212,1.35,False
213,1.35,False
214,1.35,False
215,1.35,False
216,1.35,False
217,1.35,False
218,1.35,False
219,1.26,False
220,1.26,False
221,1.26,False
222,1.26,False
223,1.26,False
224,1.26,False
225,1.26,False
226,1.26,False
227,0.8,False
228,0.8,False
229,0.8,False
230,0.8,False
231,0.8,False
232,0.8,False
233,0.8,False
234,0.8,False
235,0.8,False
236,0.8,False
237,0.8,False
238,0.8,False
239,0.64,False
240,0.64,False
241,0.64,False
242,0.64,False
243,0.64,False
244,0.64,False
245,0.52,False
246,0.52,False
247,0.52,False
248,0.52,False
249,0.6,False
250,0.6,False
251,0.6,False
252,0.6,False
253,0.6,False
254,0.6,False
255,0.6,False
256,0.6,False
257,0.2,False
258,0.2,False
259,0.2,False
260,0.2,False
261,0.2,False
262,0.2,False
263,0.2,False
264,0.2,False
265,0.2,False
266,0.2,False
267,0.13,False
268,0.13,False
269,0.55,False
270,0.55,False
271,0.55,False
272,0.55,False
273,0.55,False
274,0.55,False
275,0.55,False
276,0.55,False
277,0.55,False
278,0.55,False
279,0.55,False
280,0.55,False
281,0.14,False
282,0.14,False
283,0.14,False
284,0.14,False
285,0.14,False
286,0.14,False
287,0.13,False
288,0.13,False
289,0.13,False
290,0.13,False
291,0.13,False
292,0.13,False
293,0.57,False
294,0.57,False
295,0.57,False
296,0.57,False
297,0.57,False
298,0.57,False
299,0.57,False
300,0.57,False
301,0.57,False
302,0.57,False
303,0.57,False
304,0.57,False
305,0.61,False
306,0.61,False
307,0.61,False
308,0.61,False
309,0.61,False
310,0.61,False
311,0.61,False
312,0.61,False
313,0.61,False
314,0.61,False
315,0.61,False
316,0.61,False
317,0.34,False
318,0.34,False
319,0.34,False
320,0.34,False
321,0.34,False
322,0.34,False
323,0.14,False
324,0.14,False
325,0.14,False
326,0.14,False
327,0.14,False
328,0.21,False
329,0.21,False
330,0.21,False
331,0.21,False
332,0.21,False
333,0.21,False
334,0.21,False
335,0.17,False
336,0.17,False
337,0.17,False
338,0.17,False
339,0.17,False
340,0.57,False
341,0.57,False
342,0.57,False
343,0.57,False
344,0.57,False
345,0.57,False
346,0.57,False
347,0.19,False
348,0.19,False
349,0.19,False
350,0.19,False
351,0.19,False
352,0.19,False
353,0.4,False
354,0.4,False
355,0.4,False
356,0.4,False
357,0.4,False
358,0.42,False
359,0.42,False
360,0.42,False
361,0.42,False
362,0.42,False
363,0.42,False
364,0.42,False
365,0.45,False
366,0.45,False
367,0.45,False
368,0.45,False
369,0.45,False
370,0.45,False
371,0.92,False
372,0.92,False
373,0.92,False
374,0.92,False
375,0.92,False
376,0.92,False
377,0.92,False
378,0.92,False
379,0.92,False
380,0.92,False
381,0.92,False
382,0.45,False
383,0.45,False
384,0.45,False
385,0.45,False
386,0.45,False
387,0.45,False
388,0.9,False
389,0.9,False
390,0.9,False
391,0.9,False
392,0.9,False
393,0.9,False
394,0.9,False
395,0.62,False
396,0.62,False
397,0.62,False
398,0.62,False
399,0.62,False
400,0.29,False
401,0.29,False
402,0.29,False
403,0.29,False
404,0.29,False
405,0.29,False
406,0.62,False
407,0.62,False
408,0.62,False
409,0.62,False
410,0.62,False
411,0.62,False
412,0.62,False
413,0.62,False
414,0.62,False
415,0.62,False
416,0.62,False
417,0.62,False
418,0.63,False
419,0.63,False
420,0.63,False
421,0.63,False
422,0.63,False
423,0.63,False
424,0.63,False
425,0.71,False
426,0.71,False
427,0.71,False
428,0.71,False
429,0.71,False
430,0.71,False
431,0.71,False
432,0.71,False
433,0.71,False
434,0.71,False
435,0.71,False
436,0.51,False
437,0.51,False
438,0.51,False
439,0.51,False
440,0.51,False
441,0.51,False
442,0.08,False
443,0.08,False
444,0.08,False
445,0.08,False
446,0.08,False
447,0.08,False
448,1.29,False
449,1.29,False
450,1.29,False
451,1.29,False
452,1.29,False
453,1.29,False
454,1.29,False
455,0.73,False
456,0.73,False
457,0.73,False
458,0.73,False
459,0.73,False
460,0.73,False
461,0.48,False
462,0.48,False
463,0.48,False
464,0.48,False
465,0.48,False
466,0.48,False
467,0.48,False
468,0.48,False
469,0.48,False
470,0.48,False
471,0.48,False
472,0.22,False
473,0.22,False
474,0.22,False
475,0.22,False
476,0.22,False
477,0.22,False
478,0.22,False
479,0.36,False
480,0.36,False
481,0.36,False
482,0.36,False
483,0.36,False
484,0.36,False
485,0.36,False
486,0.36,False
487,0.36,False
488,0.36,False
489,0.36,False
490,0.21,False
491,0.21,False
492,0.21,False
493,0.21,False
494,0.21,False
495,0.21,False
496,0.57,False
497,0.57,False
498,0.57,False
499,0.57,False
500,0.57,False
