iteration_number,reward,is_target_reached
1,0.0,False
2,0.0,False
3,0.0,False
4,-0.11,False
5,-0.11,False
6,-0.11,False
7,0.26,False
8,0.26,False
9,0.26,False
10,0.26,False
11,0.28,False
12,0.28,False
13,0.28,False
14,0.28,False
15,0.28,False
16,0.28,False
17,0.28,False
18,0.28,False
19,0.28,False
20,0.28,False
21,0.28,False
22,0.28,False
23,0.28,False
24,0.28,False
25,0.28,False
26,0.28,False
27,0.28,False
28,0.28,False
29,0.28,False
30,0.28,False
31,0.19,False
32,0.19,False
33,0.19,False
34,0.19,False
35,0.19,False
36,0.19,False
37,0.19,False
38,0.26,False
39,0.26,False
40,0.26,False
41,0.26,False
42,0.26,False
43,0.26,False
44,0.26,False
45,0.26,False
46,0.26,False
47,0.26,False
48,0.26,False
49,0.26,False
50,0.26,False
51,0.26,False
52,0.26,False
53,0.26,False
54,0.26,False
55,0.67,False
56,0.67,False
57,0.67,False
58,0.67,False
59,0.67,False
60,0.67,False
61,0.67,False
62,0.67,False
63,0.67,False
64,0.67,False
65,0.67,False
66,0.67,False
67,0.67,False
68,0.69,False
69,0.69,False
70,0.69,False
71,0.69,False
72,0.69,False
73,0.69,False
74,0.69,False
75,0.69,False
76,0.69,False
77,0.69,False
78,0.69,False
79,0.69,False
80,0.69,False
81,0.69,False
82,0.74,False
83,0.74,False
84,0.74,False
85,0.74,False
86,0.74,False
87,0.74,False
88,0.74,False
89,0.74,False
90,0.74,False
91,0.74,False
92,0.74,False
93,0.74,False
94,0.74,False
95,0.74,False
96,0.74,False
97,0.74,False
98,0.74,False
99,0.74,False
100,0.74,False
101,0.74,False
102,0.17,False
103,0.17,False
104,0.17,False
105,0.17,False
106,0.17,False
107,0.17,False
108,0.17,False
109,0.17,False
110,0.17,False
111,0.17,False
112,0.17,False
113,0.17,False
114,0.17,False
115,0.17,False
116,0.07,False
117,0.07,False
118,0.07,False
119,0.07,False
120,0.21,False
121,0.21,False
122,0.21,False
123,0.21,False
124,0.21,False
125,0.21,False
126,0.21,False
127,0.21,False
128,0.21,False
129,0.21,False
130,0.47,False
131,0.47,False
132,0.47,False
133,0.47,False
134,0.47,False
135,0.47,False
136,0.7,False
137,0.7,False
138,0.7,False
139,0.7,False
140,0.7,False
141,0.7,False
142,0.7,False
143,0.7,False
144,0.7,False
145,0.7,False
146,0.7,False
147,0.7,False
148,0.7,False
149,0.7,False
150,0.7,False
151,0.7,False
152,0.7,False
153,0.7,False
154,0.69,False
155,0.69,False
156,0.69,False
157,0.69,False
158,0.69,False
159,0.69,False
160,0.69,False
161,0.69,False
162,0.69,False
163,0.69,False
164,0.69,False
165,0.69,False
166,0.69,False
167,0.69,False
168,0.69,False
169,0.69,False
170,0.69,False
171,0.17,False
172,0.17,False
173,0.17,False
174,0.17,False
175,0.17,False
176,0.17,False
177,0.11,False
178,0.21,False
179,0.21,False
180,0.21,False
181,0.21,False
182,0.21,False
183,0.21,False
184,0.29,False
185,0.29,False
186,0.29,False
187,0.6,False
188,0.6,False
189,0.6,False
190,0.6,False
191,0.6,False
192,0.6,False
193,0.6,False
194,0.64,False
195,0.64,False
196,0.64,False
197,0.64,False
198,0.64,False
199,0.64,False
200,0.64,False
201,0.64,False
202,0.64,False
203,0.64,False
204,0.64,False
205,0.64,False
206,0.64,False
207,0.64,False
208,0.64,False
209,0.64,False
210,0.64,False
211,0.67,False
212,0.67,False
213,0.67,False
214,0.67,False
215,0.67,False
216,0.67,False
217,0.67,False
218,0.67,False
219,0.67,False
220,0.67,False
221,0.67,False
222,0.67,False
223,0.67,False
224,0.67,False
225,0.67,False
226,0.67,False
227,0.67,False
228,0.67,False
229,0.67,False
230,0.67,False
231,0.63,False
232,0.63,False
233,0.63,False
234,0.63,False
235,0.63,False
236,0.63,False
237,0.63,False
238,0.63,False
239,0.63,False
240,0.63,False
241,0.63,False
242,0.63,False
243,0.62,False
244,0.62,False
245,0.62,False
246,0.62,False
247,0.62,False
248,0.62,False
249,0.62,False
250,0.62,False
251,0.62,False
252,0.62,False
253,0.62,False
254,0.62,False
255,0.62,False
256,0.62,False
257,0.62,False
258,0.62,False
259,0.62,False
260,0.62,False
261,0.62,False
262,0.62,False
263,0.62,False
264,0.51,False
265,0.51,False
266,0.51,False
267,0.51,False
268,0.51,False
269,0.51,False
270,0.51,False
271,0.51,False
272,0.59,False
273,0.59,False
274,0.59,False
275,0.59,False
276,0.59,False
277,0.59,False
278,0.72,False
279,0.72,False
280,0.72,False
281,0.72,False
282,0.72,False
283,0.72,False
284,0.72,False
285,0.72,False
286,0.72,False
287,0.72,False
288,0.72,False
289,0.72,False
290,0.72,False
291,0.72,False
292,0.72,False
293,0.72,False
294,0.72,False
295,0.72,False
296,0.72,False
297,0.72,False
298,0.45,False
299,0.13,False
300,0.13,False
301,0.13,False
302,0.62,False
303,0.62,False
304,0.62,False
305,0.62,False
306,0.62,False
307,0.62,False
308,0.62,False
309,0.62,False
310,0.62,False
311,0.62,False
312,0.62,False
313,0.62,False
314,0.62,False
315,0.62,False
316,0.62,False
317,0.62,False
318,0.62,False
319,0.62,False
320,0.62,False
321,0.62,False
322,0.62,False
323,0.45,False
324,0.45,False
325,0.45,False
326,0.45,False
327,0.45,False
328,0.45,False
329,0.1,False
330,0.1,False
331,0.1,False
332,0.1,False
333,0.1,False
334,0.1,False
335,0.1,False
336,0.21,False
337,0.21,False
338,0.21,False
339,0.21,False
340,0.21,False
341,0.21,False
342,0.21,False
343,0.25,False
344,0.25,False
345,0.25,False
346,0.25,False
347,0.25,False
348,0.25,False
349,0.25,False
350,0.25,False
351,0.25,False
352,0.25,False
353,0.25,False
354,0.25,False
355,0.25,False
356,0.25,False
357,0.25,False
358,0.25,False
359,0.25,False
360,0.25,False
361,0.25,False
362,0.25,False
363,0.06,False
364,0.06,False
365,0.06,False
366,0.06,False
367,0.06,False
368,0.06,False
369,0.06,False
370,0.67,False
371,0.67,False
372,0.67,False
373,0.67,False
374,0.67,False
375,0.67,False
376,0.67,False
377,0.67,False
378,0.67,False
379,0.67,False
380,0.67,False
381,0.67,False
382,0.67,False
383,0.67,False
384,0.67,False
385,0.67,False
386,0.67,False
387,0.67,False
388,0.67,False
389,0.67,False
390,0.67,False
391,0.67,False
392,0.67,False
393,0.67,False
394,0.67,False
395,0.67,False
396,0.67,False
397,0.67,False
398,0.67,False
399,0.67,False
400,0.64,False
401,0.64,False
402,0.64,False
403,0.64,False
404,0.64,False
405,0.64,False
406,0.64,False
407,0.46,False
408,0.46,False
409,0.46,False
410,0.46,False
411,0.46,False
412,0.46,False
413,0.46,False
414,0.41,False
415,0.41,False
416,0.41,False
417,0.41,False
418,0.41,False
419,0.41,False
420,0.41,False
421,0.65,False
422,0.65,False
423,0.65,False
424,0.65,False
425,0.65,False
426,0.65,False
427,0.65,False
428,0.65,False
429,0.65,False
430,0.65,False
431,0.65,False
432,0.65,False
433,0.65,False
434,0.65,False
435,0.65,False
436,0.65,False
437,0.65,False
438,0.65,False
439,0.65,False
440,0.65,False
441,0.12,False
442,0.12,False
443,0.12,False
444,0.12,False
445,0.14,False
446,0.14,False
447,0.14,False
448,0.68,False
449,0.68,False
450,0.68,False
451,0.72,False
452,0.72,False
453,0.72,False
454,0.72,False
455,0.72,False
456,0.72,False
457,0.72,False
458,0.72,False
459,0.77,False
460,0.77,False
461,0.77,False
462,0.77,False
463,0.77,False
464,0.77,False
465,0.77,False
466,0.77,False
467,0.77,False
468,0.77,False
469,0.77,False
470,0.77,False
471,0.77,False
472,0.77,False
473,0.77,False
474,0.77,False
475,0.77,False
476,0.77,False
477,0.77,False
478,0.63,False
479,0.63,False
480,0.63,False
481,0.63,False
482,0.63,False
483,0.63,False
484,0.63,False
485,0.63,False
486,0.63,False
487,0.63,False
488,0.63,False
489,0.1,False
490,0.1,False
491,0.1,False
492,0.1,False
493,0.1,False
494,0.1,False
495,0.54,False
496,0.54,False
497,0.54,False
498,0.54,False
499,0.54,False
500,0.54,False
501,0.54,False
502,0.54,False
503,0.54,False
504,0.54,False
505,0.54,False
506,0.54,False
507,0.54,False
508,0.54,False
509,0.54,False
510,0.54,False
511,0.54,False
512,0.54,False
513,0.54,False
514,0.54,False
515,0.54,False
516,0.39,False
517,0.39,False
518,0.39,False
519,0.12,False
520,0.07,False
521,0.07,False
522,0.07,False
523,0.07,False
524,0.07,False
525,0.07,False
526,0.07,False
527,0.08,False
528,0.08,False
529,0.2,False
530,0.2,False
531,0.2,False
532,0.2,False
533,0.2,False
534,0.2,False
535,0.2,False
536,0.2,False
537,0.2,False
538,0.2,False
539,0.2,False
540,0.2,False
541,0.2,False
542,0.2,False
543,0.2,False
544,0.2,False
545,0.2,False
546,0.2,False
547,0.2,False
548,0.2,False
549,0.2,False
550,0.18,False
551,0.55,False
552,0.55,False
553,0.55,False
554,0.55,False
555,0.55,False
556,0.55,False
557,0.55,False
558,0.55,False
559,0.55,False
560,0.55,False
561,0.55,False
562,0.55,False
563,0.55,False
564,0.55,False
565,0.55,False
566,0.55,False
567,0.55,False
568,0.55,False
569,0.55,False
570,0.55,False
571,0.27,False
572,0.27,False
573,0.27,False
574,0.27,False
575,0.27,False
576,0.27,False
577,0.27,False
578,0.27,False
579,0.27,False
580,0.27,False
581,0.27,False
582,0.27,False
583,0.27,False
584,0.27,False
585,0.27,False
586,0.27,False
587,0.27,False
588,0.27,False
589,0.25,False
590,0.25,False
591,0.25,False
592,0.25,False
593,0.25,False
